captain,formation,budget,gw1_score,5gw_estimated,GK1,GK1_role,GK1_selected,GK1_price,GK1_score,GK2,GK2_role,GK2_selected,GK2_price,GK2_score,DEF1,DEF1_role,DEF1_selected,DEF1_price,DEF1_score,DEF2,DEF2_role,DEF2_selected,DEF2_price,DEF2_score,DEF3,DEF3_role,DEF3_selected,DEF3_price,DEF3_score,DEF4,DEF4_role,DEF4_selected,DEF4_price,DEF4_score,DEF5,DEF5_role,DEF5_selected,DEF5_price,DEF5_score,MID1,MID1_role,MID1_selected,MID1_price,MID1_score,MID2,MID2_role,MID2_selected,MID2_price,MID2_score,MID3,MID3_role,MID3_selected,MID3_price,MID3_score,MID4,MID4_role,MID4_selected,MID4_price,MID4_score,FWD1,FWD1_role,FWD1_selected,FWD1_price,FWD1_score,FWD2,FWD2_role,FWD2_selected,FWD2_price,FWD2_score,FWD3,FWD3_role,FWD3_selected,FWD3_price,FWD3_score,recommendation_rank,recommendation_reason,web_insights
Mohamed Salah,5-3-2,99.5,65.4,337.1,Robin Roefs (Sunderland),GK,1,4.5,2.7707408214285367,Anthony Patterson (Sunderland),GK,0.0,4.5,0.3263777791353208,Joško Gvardiol (Man City),DEF,1,6.0,4.595793145828361,Virgil van Dijk (Liverpool),DEF,1,6.0,4.2122365662234245,Nikola Milenković (Nott'm Forest),DEF,1,5.5,4.178454081564064,Milos Kerkez (Liverpool),DEF,1,6.0,3.986724987276056,Rayan Aït-Nouri (Man City),DEF,1.0,6.0,3.894201566880992,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Ashley Barnes (Burnley),FWD,1,4.5,3.7945602577873254,,,,,,27,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,5-3-2,99.0,65.5,337.1,Robert Lynch Sánchez (Chelsea),GK,1,5.0,3.740449834576576,Krisztián Hegyi (West Ham),GK,0.0,4.0,0.7326148524436265,Nikola Milenković (Nott'm Forest),DEF,1,5.5,4.178454081564064,Milos Kerkez (Liverpool),DEF,1,6.0,3.986724987276056,Rayan Aït-Nouri (Man City),DEF,1,6.0,3.894201566880992,Marc Cucurella Saseta (Chelsea),DEF,1,6.0,3.857755097734471,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1.0,4.5,3.802601449985117,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Joël Piroe (Leeds),FWD,1,5.5,3.9765258685174474,,,,,,28,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,4-3-3,98.5,65.5,337.1,Matz Sels (Nott'm Forest),GK,1,5.0,4.372896186827221,Krisztián Hegyi (West Ham),GK,0.0,4.0,0.7326148524436265,Fabian Schär (Newcastle),DEF,1,5.5,3.2888281114551083,Ibrahima Konaté (Liverpool),DEF,1,5.5,3.285133408328688,Neco Williams (Nott'm Forest),DEF,1,5.0,3.2764077657745903,Levi Samuels Colwill (Chelsea),DEF,1,5.0,3.2563908872081546,,,,,,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Chris Wood (Nott'm Forest),FWD,1,7.5,6.165001449985117,Ashley Barnes (Burnley),FWD,1.0,4.5,3.7945602577873254,29,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,4-3-3,99.0,65.4,337.0,Emiliano Martínez Romero (Aston Villa),GK,1,5.0,2.500365572755418,Krisztián Hegyi (West Ham),GK,0.0,4.0,0.7326148524436265,Marc Cucurella Saseta (Chelsea),DEF,1,6.0,3.857755097734471,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1,4.5,3.802601449985117,Ola Aina (Nott'm Forest),DEF,1,5.0,3.75248776577459,William Saliba (Arsenal),DEF,1,6.0,3.54378082112819,,,,,,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Chris Wood (Nott'm Forest),FWD,1,7.5,6.165001449985117,Ashley Barnes (Burnley),FWD,1.0,4.5,3.7945602577873254,30,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,4-3-3,98.5,65.4,337.0,José Malheiro de Sá (Wolves),GK,1,4.5,2.5,Krisztián Hegyi (West Ham),GK,0.0,4.0,0.7326148524436265,Marc Cucurella Saseta (Chelsea),DEF,1,6.0,3.857755097734471,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1,4.5,3.802601449985117,Ola Aina (Nott'm Forest),DEF,1,5.0,3.75248776577459,William Saliba (Arsenal),DEF,1,6.0,3.54378082112819,,,,,,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Chris Wood (Nott'm Forest),FWD,1,7.5,6.165001449985117,Ashley Barnes (Burnley),FWD,1.0,4.5,3.7945602577873254,31,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,5-3-2,99.0,65.4,337.0,David Raya Martín (Arsenal),GK,1,5.5,3.909932400075558,Kepa Arrizabalaga Revuelta (Arsenal),GK,0.0,4.5,1.1965152758196969,Nikola Milenković (Nott'm Forest),DEF,1,5.5,4.178454081564064,Milos Kerkez (Liverpool),DEF,1,6.0,3.986724987276056,Rayan Aït-Nouri (Man City),DEF,1,6.0,3.894201566880992,Marc Cucurella Saseta (Chelsea),DEF,1,6.0,3.857755097734471,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1.0,4.5,3.802601449985117,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Ashley Barnes (Burnley),FWD,1,4.5,3.7945602577873254,,,,,,32,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,4-3-3,98.5,65.4,336.6,Bernd Leno (Fulham),GK,1,5.0,3.0016872644977908,Benjamin Lecomte (Fulham),GK,0.0,4.0,0.25,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1,4.5,3.802601449985117,Ola Aina (Nott'm Forest),DEF,1,5.0,3.75248776577459,William Saliba (Arsenal),DEF,1,6.0,3.54378082112819,Fabian Schär (Newcastle),DEF,1,5.5,3.2888281114551083,,,,,,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Chris Wood (Nott'm Forest),FWD,1,7.5,6.165001449985117,Ashley Barnes (Burnley),FWD,1.0,4.5,3.7945602577873254,33,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,4-3-3,99.5,65.3,336.4,Robin Roefs (Sunderland),GK,1,4.5,2.7707408214285367,Anthony Patterson (Sunderland),GK,0.0,4.5,0.3263777791353208,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1,4.5,3.802601449985117,Ola Aina (Nott'm Forest),DEF,1,5.0,3.75248776577459,William Saliba (Arsenal),DEF,1,6.0,3.54378082112819,Fabian Schär (Newcastle),DEF,1,5.5,3.2888281114551083,,,,,,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Chris Wood (Nott'm Forest),FWD,1,7.5,6.165001449985117,Joël Piroe (Leeds),FWD,1.0,5.5,3.9765258685174474,34,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,5-3-2,99.0,65.3,336.3,Max Weiß (Burnley),GK,1,4.5,2.6239867024704617,Václav Hladký (Burnley),GK,0.0,4.0,0.3898222341568206,Joško Gvardiol (Man City),DEF,1,6.0,4.595793145828361,Virgil van Dijk (Liverpool),DEF,1,6.0,4.2122365662234245,Nikola Milenković (Nott'm Forest),DEF,1,5.5,4.178454081564064,Milos Kerkez (Liverpool),DEF,1,6.0,3.986724987276056,Rayan Aït-Nouri (Man City),DEF,1.0,6.0,3.894201566880992,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Ashley Barnes (Burnley),FWD,1,4.5,3.7945602577873254,,,,,,35,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,5-3-2,98.5,65.3,336.3,Jordan Pickford (Everton),GK,1,5.5,3.764362552535184,Harry Tyrer (Everton),GK,0.0,4.0,0.25,Nikola Milenković (Nott'm Forest),DEF,1,5.5,4.178454081564064,Milos Kerkez (Liverpool),DEF,1,6.0,3.986724987276056,Rayan Aït-Nouri (Man City),DEF,1,6.0,3.894201566880992,Marc Cucurella Saseta (Chelsea),DEF,1,6.0,3.857755097734471,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1.0,4.5,3.802601449985117,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Ashley Barnes (Burnley),FWD,1,4.5,3.7945602577873254,,,,,,36,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,4-3-3,98.5,65.3,336.3,Nick Pope (Newcastle),GK,1,5.0,2.9349460061919506,Krisztián Hegyi (West Ham),GK,0.0,4.0,0.7326148524436265,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1,4.5,3.802601449985117,Ola Aina (Nott'm Forest),DEF,1,5.0,3.75248776577459,William Saliba (Arsenal),DEF,1,6.0,3.54378082112819,Fabian Schär (Newcastle),DEF,1,5.5,3.2888281114551083,,,,,,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Chris Wood (Nott'm Forest),FWD,1,7.5,6.165001449985117,Ashley Barnes (Burnley),FWD,1.0,4.5,3.7945602577873254,37,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,4-3-3,98.5,65.3,336.2,Dean Henderson (Crystal Palace),GK,1,5.0,2.919720691739214,Krisztián Hegyi (West Ham),GK,0.0,4.0,0.7326148524436265,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1,4.5,3.802601449985117,Ola Aina (Nott'm Forest),DEF,1,5.0,3.75248776577459,William Saliba (Arsenal),DEF,1,6.0,3.54378082112819,Fabian Schär (Newcastle),DEF,1,5.5,3.2888281114551083,,,,,,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Chris Wood (Nott'm Forest),FWD,1,7.5,6.165001449985117,Ashley Barnes (Burnley),FWD,1.0,4.5,3.7945602577873254,38,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,5-3-2,98.5,65.2,336.0,Alisson Becker (Liverpool),GK,1,5.5,3.4871123556971084,Krisztián Hegyi (West Ham),GK,0.0,4.0,0.7326148524436265,Virgil van Dijk (Liverpool),DEF,1,6.0,4.2122365662234245,Nikola Milenković (Nott'm Forest),DEF,1,5.5,4.178454081564064,Rayan Aït-Nouri (Man City),DEF,1,6.0,3.894201566880992,Marc Cucurella Saseta (Chelsea),DEF,1,6.0,3.857755097734471,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1.0,4.5,3.802601449985117,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Ashley Barnes (Burnley),FWD,1,4.5,3.7945602577873254,,,,,,39,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,5-3-2,99.0,65.2,336.0,Bart Verbruggen (Brighton),GK,1,4.5,2.561213788133789,Kjell Scherpen (Brighton),GK,0.0,4.0,0.25,Joško Gvardiol (Man City),DEF,1,6.0,4.595793145828361,Virgil van Dijk (Liverpool),DEF,1,6.0,4.2122365662234245,Nikola Milenković (Nott'm Forest),DEF,1,5.5,4.178454081564064,Milos Kerkez (Liverpool),DEF,1,6.0,3.986724987276056,Rayan Aït-Nouri (Man City),DEF,1.0,6.0,3.894201566880992,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Ashley Barnes (Burnley),FWD,1,4.5,3.7945602577873254,,,,,,40,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,5-3-2,98.5,65.2,335.9,Matz Sels (Nott'm Forest),GK,1,5.0,4.372896186827221,Krisztián Hegyi (West Ham),GK,0.0,4.0,0.7326148524436265,Rayan Aït-Nouri (Man City),DEF,1,6.0,3.894201566880992,Marc Cucurella Saseta (Chelsea),DEF,1,6.0,3.857755097734471,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1,4.5,3.802601449985117,Ola Aina (Nott'm Forest),DEF,1,5.0,3.75248776577459,William Saliba (Arsenal),DEF,1.0,6.0,3.54378082112819,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Joël Piroe (Leeds),FWD,1,5.5,3.9765258685174474,,,,,,41,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,5-3-2,99.5,65.2,335.8,David Raya Martín (Arsenal),GK,1,5.5,3.909932400075558,Kepa Arrizabalaga Revuelta (Arsenal),GK,0.0,4.5,1.1965152758196969,Milos Kerkez (Liverpool),DEF,1,6.0,3.986724987276056,Rayan Aït-Nouri (Man City),DEF,1,6.0,3.894201566880992,Marc Cucurella Saseta (Chelsea),DEF,1,6.0,3.857755097734471,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1,4.5,3.802601449985117,Ola Aina (Nott'm Forest),DEF,1.0,5.0,3.75248776577459,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Joël Piroe (Leeds),FWD,1,5.5,3.9765258685174474,,,,,,42,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,5-3-2,99.0,65.2,335.7,José Malheiro de Sá (Wolves),GK,1,4.5,2.5,Krisztián Hegyi (West Ham),GK,0.0,4.0,0.7326148524436265,Joško Gvardiol (Man City),DEF,1,6.0,4.595793145828361,Virgil van Dijk (Liverpool),DEF,1,6.0,4.2122365662234245,Nikola Milenković (Nott'm Forest),DEF,1,5.5,4.178454081564064,Milos Kerkez (Liverpool),DEF,1,6.0,3.986724987276056,Rayan Aït-Nouri (Man City),DEF,1.0,6.0,3.894201566880992,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Ashley Barnes (Burnley),FWD,1,4.5,3.7945602577873254,,,,,,43,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,4-3-3,99.0,65.2,335.6,Max Weiß (Burnley),GK,1,4.5,2.6239867024704617,Václav Hladký (Burnley),GK,0.0,4.0,0.3898222341568206,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1,4.5,3.802601449985117,Ola Aina (Nott'm Forest),DEF,1,5.0,3.75248776577459,William Saliba (Arsenal),DEF,1,6.0,3.54378082112819,Fabian Schär (Newcastle),DEF,1,5.5,3.2888281114551083,,,,,,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Chris Wood (Nott'm Forest),FWD,1,7.5,6.165001449985117,Joël Piroe (Leeds),FWD,1.0,5.5,3.9765258685174474,44,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,4-3-3,98.5,65.1,335.5,André Onana (Man Utd),GK,1,5.0,2.7757560209770737,Krisztián Hegyi (West Ham),GK,0.0,4.0,0.7326148524436265,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1,4.5,3.802601449985117,Ola Aina (Nott'm Forest),DEF,1,5.0,3.75248776577459,William Saliba (Arsenal),DEF,1,6.0,3.54378082112819,Fabian Schär (Newcastle),DEF,1,5.5,3.2888281114551083,,,,,,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Chris Wood (Nott'm Forest),FWD,1,7.5,6.165001449985117,Ashley Barnes (Burnley),FWD,1.0,4.5,3.7945602577873254,45,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,5-3-2,98.5,65.1,335.4,Ederson Santana de Moraes (Man City),GK,1,5.5,3.594582619512572,Krisztián Hegyi (West Ham),GK,0.0,4.0,0.7326148524436265,Nikola Milenković (Nott'm Forest),DEF,1,5.5,4.178454081564064,Milos Kerkez (Liverpool),DEF,1,6.0,3.986724987276056,Rayan Aït-Nouri (Man City),DEF,1,6.0,3.894201566880992,Marc Cucurella Saseta (Chelsea),DEF,1,6.0,3.857755097734471,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1.0,4.5,3.802601449985117,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Ashley Barnes (Burnley),FWD,1,4.5,3.7945602577873254,,,,,,46,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,4-3-3,99.0,65.1,335.3,Bart Verbruggen (Brighton),GK,1,4.5,2.561213788133789,Kjell Scherpen (Brighton),GK,0.0,4.0,0.25,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1,4.5,3.802601449985117,Ola Aina (Nott'm Forest),DEF,1,5.0,3.75248776577459,William Saliba (Arsenal),DEF,1,6.0,3.54378082112819,Fabian Schär (Newcastle),DEF,1,5.5,3.2888281114551083,,,,,,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Chris Wood (Nott'm Forest),FWD,1,7.5,6.165001449985117,Joël Piroe (Leeds),FWD,1.0,5.5,3.9765258685174474,47,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,4-3-3,99.0,65.0,335.0,José Malheiro de Sá (Wolves),GK,1,4.5,2.5,Krisztián Hegyi (West Ham),GK,0.0,4.0,0.7326148524436265,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1,4.5,3.802601449985117,Ola Aina (Nott'm Forest),DEF,1,5.0,3.75248776577459,William Saliba (Arsenal),DEF,1,6.0,3.54378082112819,Fabian Schär (Newcastle),DEF,1,5.5,3.2888281114551083,,,,,,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Chris Wood (Nott'm Forest),FWD,1,7.5,6.165001449985117,Joël Piroe (Leeds),FWD,1.0,5.5,3.9765258685174474,48,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,5-3-2,99.0,65.1,335.0,Jordan Pickford (Everton),GK,1,5.5,3.764362552535184,Harry Tyrer (Everton),GK,0.0,4.0,0.25,Milos Kerkez (Liverpool),DEF,1,6.0,3.986724987276056,Rayan Aït-Nouri (Man City),DEF,1,6.0,3.894201566880992,Marc Cucurella Saseta (Chelsea),DEF,1,6.0,3.857755097734471,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1,4.5,3.802601449985117,Ola Aina (Nott'm Forest),DEF,1.0,5.0,3.75248776577459,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Joël Piroe (Leeds),FWD,1,5.5,3.9765258685174474,,,,,,49,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,5-3-2,98.5,65.0,334.9,Robert Lynch Sánchez (Chelsea),GK,1,5.0,3.740449834576576,Krisztián Hegyi (West Ham),GK,0.0,4.0,0.7326148524436265,Milos Kerkez (Liverpool),DEF,1,6.0,3.986724987276056,Rayan Aït-Nouri (Man City),DEF,1,6.0,3.894201566880992,Marc Cucurella Saseta (Chelsea),DEF,1,6.0,3.857755097734471,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1,4.5,3.802601449985117,Ola Aina (Nott'm Forest),DEF,1.0,5.0,3.75248776577459,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Joël Piroe (Leeds),FWD,1,5.5,3.9765258685174474,,,,,,50,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,5-3-2,98.5,65.0,334.8,Alisson Becker (Liverpool),GK,1,5.5,3.4871123556971084,Krisztián Hegyi (West Ham),GK,0.0,4.0,0.7326148524436265,Nikola Milenković (Nott'm Forest),DEF,1,5.5,4.178454081564064,Milos Kerkez (Liverpool),DEF,1,6.0,3.986724987276056,Rayan Aït-Nouri (Man City),DEF,1,6.0,3.894201566880992,Marc Cucurella Saseta (Chelsea),DEF,1,6.0,3.857755097734471,David Mota Veiga Teixeira do Carmo (Nott'm Forest),DEF,1.0,4.5,3.802601449985117,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Ashley Barnes (Burnley),FWD,1,4.5,3.7945602577873254,,,,,,51,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,4-3-3,99.5,65.0,334.7,David Raya Martín (Arsenal),GK,1,5.5,3.909932400075558,Kepa Arrizabalaga Revuelta (Arsenal),GK,0.0,4.5,1.1965152758196969,Fabian Schär (Newcastle),DEF,1,5.5,3.2888281114551083,Ibrahima Konaté (Liverpool),DEF,1,5.5,3.285133408328688,Neco Williams (Nott'm Forest),DEF,1,5.0,3.2764077657745903,Levi Samuels Colwill (Chelsea),DEF,1,5.0,3.2563908872081546,,,,,,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Chris Wood (Nott'm Forest),FWD,1,7.5,6.165001449985117,Ashley Barnes (Burnley),FWD,1.0,4.5,3.7945602577873254,52,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
Mohamed Salah,5-3-2,99.0,64.9,334.1,Matz Sels (Nott'm Forest),GK,1,5.0,4.372896186827221,Krisztián Hegyi (West Ham),GK,0.0,4.0,0.7326148524436265,Fabian Schär (Newcastle),DEF,1,5.5,3.2888281114551083,Ibrahima Konaté (Liverpool),DEF,1,5.5,3.285133408328688,Neco Williams (Nott'm Forest),DEF,1,5.0,3.2764077657745903,Levi Samuels Colwill (Chelsea),DEF,1,5.0,3.2563908872081546,Dan Burn (Newcastle),DEF,1.0,5.0,3.2136575851393188,Mohamed Salah (Liverpool),MID,1,14.5,9.775887092539216,Cole Palmer (Chelsea),MID,1,10.5,6.215342466155524,Bryan Mbeumo (Man Utd),MID,1,8.0,5.988724442029706,,,,,,Alexander Isak (Newcastle),FWD,1,10.5,6.260998637770898,Chris Wood (Nott'm Forest),FWD,1,7.5,6.165001449985117,,,,,,53,Team optimized using Bayesian statistics and LLM analysis,High-scoring team with balanced formation
